ID,Closeness
0,0.05039840637450199
1,0.053062080536912755
2,0.04523511532272483
3,0.06529032258064515
4,0.06273245722787008
5,0.06750266808964782
6,0.06624770882429956
7,0.06942919868276619
8,0.07391177329827636
9,0.04526748971193416
10,0.0749185667752443
11,0.06793770139634801
12,0.07251361421610776
13,0.08611300204220558
14,0.07159026598754951
15,0.07751225490196079
16,0.05609756097560976
17,0.07126760563380281
18,0.04430047277184381
19,0.07421531240833089
20,0.07806232644245603
21,0.0740632318501171
22,0.054988046076939794
23,0.05804083505391145
24,0.06121461408178079
25,0.043373907080404596
26,0.08325106943073379
27,0.04159132007233273
28,0.07322720694645442
29,0.03778375149342891
30,0.0693911135490949
31,0.06080269166065849
32,0.057356608478802994
33,0.0744555620953502
34,0.08251793868232224
35,0.0614226754066521
36,0.05555555555555555
37,0.052884615384615384
38,0.03993685872138911
39,0.03305029392553886
40,0.0730580421599769
41,0.08179760750080828
42,0.0777027027027027
43,0.0752528256989887
44,0.06931506849315068
45,0.06670181914052202
46,0.03641335636154289
47,0.04076699967773123
48,0.044277213860693033
49,0.07222380816443048
50,0.04729856047859413
51,0.07021926172633916
52,0.0554702916027187
53,0.07737003058103975
54,0.06151227814247508
55,0.055998229305002215
56,0.06591974986972382
57,0.07772657450076804
58,0.03922480620155039
59,0.08135048231511254
60,0.03924914675767918
61,0.07682963862739144
62,0.06518938417933522
63,0.04153669348218683
64,0.07297375252379579
65,0.04619317144422129
66,0.0584835876098012
67,0.07685297691373026
68,0.07737003058103975
69,0.07316367842683633
70,0.06472243540547455
71,0.056259728708027576
72,0.06326581645411353
73,0.04692136498516321
74,0.07051282051282051
75,0.0692391899288451
76,0.048663204462396616
77,0.04081961923201033
78,0.0643111337061515
79,0.03778375149342891
80,0.04432375613174492
81,0.042506720430107524
82,0.07222380816443048
83,0.060526315789473685
84,0.06427845528455285
85,0.0727638769053782
86,0.04611738971928545
87,0.04819047619047619
88,0.07059151785714286
89,0.06744868035190615
90,0.06588541666666667
91,0.07577118897873615
92,0.0740632318501171
93,0.06317103620474407
94,0.06317103620474407
95,0.04419986023759609
96,0.045098039215686274
97,0.037948102594870255
98,0.06000948766603416
99,0.07251361421610776
100,0.05401366353543979
101,0.052218782249742
102,0.042421193829644536
103,0.05789473684210526
104,0.061482381530984204
105,0.08527131782945736
106,0.06296665007466401
107,0.04625228519195612
108,0.06418061897513952
109,0.07811052794072244
110,0.036608305599768486
111,0.03535000698616739
112,0.05044865403788634
113,0.048411787217757365
114,0.08535762483130904
115,0.08148148148148149
116,0.0840810900631439
117,0.06470588235294118
118,0.062253937007874016
119,0.07751225490196079
120,0.05833525478441319
121,0.08129820051413882
122,0.05784179240969364
123,0.07454331172657631
124,0.04628613245517746
125,0.051038934839620735
126,0.07801418439716312
127,0.04331450094161959
128,0.07613602166716822
129,0.047387151151901105
130,0.08169195996125282
131,0.0705521472392638
132,0.049695541151050876
133,0.07350377687391052
134,0.049578679208308836
135,0.04823641563393708
136,0.05475005410084397
137,0.035168195718654434
138,0.03397797475154445
139,0.07965994962216624
140,0.08003796267004112
141,0.06914457502049741
142,0.07668990603213095
143,0.07715767002134798
144,0.04254245838237767
145,0.05285147273866722
146,0.05072173215717723
147,0.05043859649122807
148,0.05324074074074074
149,0.05897435897435897
150,0.06757478632478632
151,0.06861947382695958
152,0.07320601851851852
153,0.06242289661978781
154,0.05957146220861785
155,0.06952459466886507
156,0.04731625210398354
157,0.07505191337881933
158,0.06128875968992248
159,0.040753865979381444
160,0.07476359338061465
161,0.07376093294460641
162,0.04529991047448523
163,0.06406685236768803
164,0.06629979035639413
165,0.06633455689564761
166,0.034166103983794736
167,0.0495301487862177
168,0.0810897435897436
169,0.06170731707317073
170,0.06871265616512764
171,0.054833116601647164
172,0.07641196013289037
173,0.057723020762035136
174,0.05860551308779245
175,0.0469300686329067
176,0.07498518079430942
177,0.07478569317174105
178,0.07869362363919129
179,0.06134820562560621
180,0.057304643261608154
181,0.047387151151901105
182,0.08243727598566308
183,0.048071442143264295
184,0.07350377687391052
185,0.03643433179723502
186,0.06741273647748468
187,0.0775835633241337
188,0.07520808561236624
189,0.07570317175344106
190,0.07586206896551724
191,0.06635195384211906
192,0.0840810900631439
193,0.07713414634146341
194,0.047219111608809254
195,0.08775580992022199
196,0.06507201646090535
197,0.07173235043946696
198,0.06925814399124007
199,0.03937743190661479
200,0.07520808561236624
201,0.047245564892623715
202,0.06080269166065849
203,0.07666666666666666
204,0.054256916148402314
205,0.07343976777939042
206,0.08447412353923206
207,0.07708714198659354
208,0.05986748698532891
209,0.07554493878769782
210,0.06018078020932445
211,0.05469087764807609
212,0.07673642705489839
213,0.07715767002134798
214,0.0635678391959799
215,0.05205761316872428
216,0.05204690392923267
217,0.06975461814171492
218,0.07410661980082016
219,0.06610922393519729
220,0.0649550706033376
221,0.07421531240833089
222,0.031996964714809666
223,0.07903780068728522
224,0.04965652600588812
225,0.04777190332326284
226,0.03988648904303957
227,0.04331450094161959
228,0.0652734778121775
229,0.0532743735523268
230,0.08029197080291971
231,0.07423708920187794
232,0.08427714856762158
233,0.08019017432646593
234,0.07331208345407128
235,0.06694892828790686
236,0.07134799774393683
237,0.07335459553493766
238,0.0610079575596817
239,0.06465627395859953
240,0.03770491803278689
241,0.05072173215717723
242,0.049116676373519706
243,0.05230514781889601
244,0.06873132301005162
245,0.039176215546608856
246,0.05293994559531283
247,0.06813897118233235
248,0.04839326702371844
249,0.0424496644295302
250,0.08867858394672275
251,0.05502392344497608
252,0.07940991839296924
253,0.04090541632983023
